procurement_id,agency,contract_title,country,renewal_date,estimated_value,incumbent,prime_pathwy_priority,days_to_renewal,action_required
PROC-00801,Public Services and Procurement Canada (PSPC),Construction & Facility Renovation Services — Public Services and Procurement Canada (PSPC),CA,2026-12-07,"$300,000–$500,000",Kforce Inc.,WATCH — 90+ Days,191,Monitor
PROC-01109,Port of Oakland,Pest Control & Sanitation Services — Port of Oakland,US,2026-12-07,"$150,000–$300,000",ServiceMaster Clean,CRITICAL — Bid Now,191,Monitor
PROC-01683,Solano County — Purchasing Services,Electrical Maintenance & Repair Services — Solano County,US,2026-12-07,"$150,000–$300,000",Leidos Holdings Inc.,WATCH — 90+ Days,191,Monitor
PROC-01963,Transport for London (TfL) — Procurement,Transportation & Logistics Services — Transport for London (TfL),UK,2026-12-07,"$75,000–$150,000",ABM Industries Inc.,CRITICAL — Bid Now,191,Monitor
PROC-02501,Province of British Columbia — BC Bid,HVAC Maintenance & Mechanical Services — Province of British Columbia,CA,2026-12-07,"$300,000–$500,000",Jani-King International,MEDIUM — 60-Day Pipeline,191,Monitor
PROC-02568,City of Vallejo — Purchasing Division,Pest Control & Sanitation Services — City of Vallejo,US,2026-12-07,"$75,000–$150,000",Adecco Group,WATCH — 90+ Days,191,Monitor
PROC-02733,Department of Homeland Security (DHS),Debris Removal & Waste Hauling Services — Department of Homeland Security (DHS),US,2026-12-07,"$25,000,000+",Republic Services Inc.,CRITICAL — Bid Now,191,Monitor
PROC-00283,City of Houston — Office of Business Opportunities,Temporary Staffing & Workforce Solutions — City of Houston,US,2026-12-08,"$75,000–$150,000",Jacobs Engineering Group,WATCH — 90+ Days,192,Monitor
PROC-01542,Port of Oakland,Uniformed Security Guard Services — Port of Oakland,US,2026-12-08,"$150,000–$300,000",Adecco Group,HIGH — Prepare in 30 Days,192,Monitor
PROC-01626,Port of Los Angeles,Electrical Maintenance & Repair Services — Port of Los Angeles,US,2026-12-08,"$500,000–$1,000,000",Local Independent Vendor,MEDIUM — 60-Day Pipeline,192,Monitor
PROC-01083,San Francisco Municipal Transportation Agency (SFMTA),IT Infrastructure & Managed Services Contract — San Francisco Municipal Transportation Agency (SFMTA),US,2026-12-09,"$25,000–$75,000",Clean Harbors Inc.,WATCH — 90+ Days,193,Monitor
PROC-01134,Province of Ontario — Ontario Shared Services,Grounds Maintenance & Landscaping Services — Province of Ontario,CA,2026-12-09,"$5,000,000–$10,000,000",Leidos Holdings Inc.,HIGH — Prepare in 30 Days,193,Monitor
PROC-00011,City of Sydney — Procurement,Professional Consulting Services — City of Sydney,AU,2026-12-10,"$150,000–$300,000",Jani-King International,MEDIUM — 60-Day Pipeline,194,Monitor
PROC-00606,Bay Area Rapid Transit (BART),Debris Removal & Waste Hauling Services — Bay Area Rapid Transit (BART),US,2026-12-10,"$25,000,000+",Clean Harbors Inc.,MEDIUM — 60-Day Pipeline,194,Monitor
PROC-00819,University of California System (UC),Custodial Services Contract — University of California System (UC),US,2026-12-10,"$2,500,000–$5,000,000",Securitas Security Services USA,MEDIUM — 60-Day Pipeline,194,Monitor
PROC-02150,Department of Veterans Affairs (VA),Fleet Maintenance & Vehicle Repair Services — Department of Veterans Affairs (VA),US,2026-12-10,"$5,000,000–$10,000,000",ABM Industries Inc.,MEDIUM — 60-Day Pipeline,194,Monitor
PROC-02216,Ministry of Defence (MOD) — Defence Equipment & Support,Electrical Maintenance & Repair Services — Ministry of Defence (MOD),UK,2026-12-10,"$10,000,000–$25,000,000",Clean Harbors Inc.,MEDIUM — 60-Day Pipeline,194,Monitor
PROC-02528,Department of Veterans Affairs (VA),IT Infrastructure & Managed Services Contract — Department of Veterans Affairs (VA),US,2026-12-10,"$2,500,000–$5,000,000",Recall Holdings,CRITICAL — Bid Now,194,Monitor
PROC-00029,City of Phoenix — Procurement Division,Facilities Maintenance & Repair Services — City of Phoenix,US,2026-12-11,"$1,000,000–$2,500,000",CACI International,MEDIUM — 60-Day Pipeline,195,Monitor
PROC-00884,US Army Corps of Engineers,Environmental Compliance & Remediation Services — US Army Corps of Engineers,US,2026-12-11,"$1,000,000–$2,500,000",AECOM Technology Corp.,MEDIUM — 60-Day Pipeline,195,Monitor
PROC-02063,Contra Costa County — Purchasing,Records Management & Document Digitization Services — Contra Costa County,US,2026-12-11,"$75,000–$150,000",Waste Management Inc.,HIGH — Prepare in 30 Days,195,Monitor
PROC-02172,General Services Administration (GSA),Electrical Maintenance & Repair Services — General Services Administration (GSA),US,2026-12-11,"$300,000–$500,000",Adecco Group,WATCH — 90+ Days,195,Monitor
PROC-02970,University of California System (UC),HVAC Maintenance & Mechanical Services — University of California System (UC),US,2026-12-11,"$150,000–$300,000",Xerox Corporation,CRITICAL — Bid Now,195,Monitor
PROC-00695,Los Angeles Unified School District (LAUSD),Grounds Maintenance & Landscaping Services — Los Angeles Unified School District (LAUSD),US,2026-12-12,"$150,000–$300,000",Manpower Group,MEDIUM — 60-Day Pipeline,196,Monitor
PROC-00879,Province of Ontario — Ontario Shared Services,Fleet Maintenance & Vehicle Repair Services — Province of Ontario,CA,2026-12-12,"$75,000–$150,000",Xerox Corporation,HIGH — Prepare in 30 Days,196,Monitor
PROC-01099,City of Houston — Office of Business Opportunities,IT Infrastructure & Managed Services Contract — City of Houston,US,2026-12-12,"$10,000,000–$25,000,000",Coverall Holding Company,HIGH — Prepare in 30 Days,196,Monitor
PROC-01494,Crown Commercial Service (CCS),Debris Removal & Waste Hauling Services — Crown Commercial Service (CCS),UK,2026-12-12,"$2,500,000–$5,000,000",Jacobs Engineering Group,MEDIUM — 60-Day Pipeline,196,Monitor
PROC-01577,Department of Energy (DOE),Food Services & Catering Contract — Department of Energy (DOE),US,2026-12-12,"$500,000–$1,000,000",Coverall Holding Company,CRITICAL — Bid Now,196,Monitor
PROC-01661,Province of British Columbia — BC Bid,Food Services & Catering Contract — Province of British Columbia,CA,2026-12-12,"$25,000–$75,000",Securitas Security Services USA,MEDIUM — 60-Day Pipeline,196,Monitor
PROC-01705,City of Sydney — Procurement,Records Management & Document Digitization Services — City of Sydney,AU,2026-12-12,"$150,000–$300,000",Stericycle Inc.,MEDIUM — 60-Day Pipeline,196,Monitor
PROC-02123,California Department of Transportation (Caltrans),Environmental Compliance & Remediation Services — California Department of Transportation (Caltrans),US,2026-12-12,"$500,000–$1,000,000",Sodexo USA,HIGH — Prepare in 30 Days,196,Monitor
PROC-00194,Port of Los Angeles,Temporary Staffing & Workforce Solutions — Port of Los Angeles,US,2026-12-13,"$1,000,000–$2,500,000",Kforce Inc.,HIGH — Prepare in 30 Days,197,Monitor
PROC-00452,City of Fairfield — Purchasing,Facilities Maintenance & Repair Services — City of Fairfield,US,2026-12-13,"$5,000,000–$10,000,000",Adecco Group,MEDIUM — 60-Day Pipeline,197,Monitor
PROC-02035,Port of Oakland,Transportation & Logistics Services — Port of Oakland,US,2026-12-13,"$2,500,000–$5,000,000",Stericycle Inc.,CRITICAL — Bid Now,197,Monitor
PROC-02495,City of Phoenix — Procurement Division,AI & Process Automation Implementation Services — City of Phoenix,US,2026-12-13,"$75,000–$150,000",Coverall Holding Company,WATCH — 90+ Days,197,Monitor
PROC-02745,AusTender — Australian Government Procurement,Uniformed Security Guard Services — AusTender,AU,2026-12-13,"$300,000–$500,000",Kforce Inc.,MEDIUM — 60-Day Pipeline,197,Monitor
PROC-01224,Port of Los Angeles,Transportation & Logistics Services — Port of Los Angeles,US,2026-12-14,"$25,000–$75,000",Cintas Corporation,WATCH — 90+ Days,198,Monitor
PROC-01335,California Department of Education (CDE),Facilities Maintenance & Repair Services — California Department of Education (CDE),US,2026-12-14,"$300,000–$500,000",Allied Universal Security Services,HIGH — Prepare in 30 Days,198,Monitor
PROC-00469,Denver Public Schools — Procurement,Professional Consulting Services — Denver Public Schools,US,2026-12-15,"$25,000–$75,000",Coverall Holding Company,HIGH — Prepare in 30 Days,199,Monitor
PROC-01094,Birmingham City Council — Procurement,Electrical Maintenance & Repair Services — Birmingham City Council,UK,2026-12-15,"$10,000,000–$25,000,000",Jan-Pro Franchising International,WATCH — 90+ Days,199,Monitor
PROC-02162,Ministry of Defence (MOD) — Defence Equipment & Support,Fleet Maintenance & Vehicle Repair Services — Ministry of Defence (MOD),UK,2026-12-15,"$75,000–$150,000",Sodexo USA,HIGH — Prepare in 30 Days,199,Monitor
PROC-02476,Alameda County — GSA Purchasing,Professional Consulting Services — Alameda County,US,2026-12-15,"$1,000,000–$2,500,000",Jani-King International,MEDIUM — 60-Day Pipeline,199,Monitor
PROC-00126,Solano County — Purchasing Services,IT Infrastructure & Managed Services Contract — Solano County,US,2026-12-16,"$2,500,000–$5,000,000",ABM Industries Inc.,WATCH — 90+ Days,200,Monitor
PROC-01112,Contra Costa County — Purchasing,Professional Consulting Services — Contra Costa County,US,2026-12-16,"$500,000–$1,000,000",Aramark Corporation,HIGH — Prepare in 30 Days,200,Monitor
PROC-02047,Social Security Administration (SSA),Public Works & Infrastructure Maintenance — Social Security Administration (SSA),US,2026-12-16,"$75,000–$150,000",Securitas Security Services USA,MEDIUM — 60-Day Pipeline,200,Monitor
PROC-02693,Los Angeles Unified School District (LAUSD),Pest Control & Sanitation Services — Los Angeles Unified School District (LAUSD),US,2026-12-16,"$5,000,000–$10,000,000",Republic Services Inc.,CRITICAL — Bid Now,200,Monitor
PROC-02788,City of Seattle — Purchasing & Contracting,IT Infrastructure & Managed Services Contract — City of Seattle,US,2026-12-16,"$300,000–$500,000",Recall Holdings,HIGH — Prepare in 30 Days,200,Monitor
PROC-02994,Toronto Transit Commission (TTC) — Procurement,Healthcare Facility Support Services — Toronto Transit Commission (TTC),CA,2026-12-16,"$2,500,000–$5,000,000",Aramark Corporation,MEDIUM — 60-Day Pipeline,200,Monitor
PROC-00830,Queensland Government — QTenders,IT Infrastructure & Managed Services Contract — Queensland Government,AU,2026-12-17,"$25,000,000+",Booz Allen Hamilton,MEDIUM — 60-Day Pipeline,201,Monitor
PROC-01020,Department of Defense (DoD) — DIBBS,Pest Control & Sanitation Services — Department of Defense (DoD),US,2026-12-17,"$25,000–$75,000",Jacobs Engineering Group,WATCH — 90+ Days,201,Monitor
PROC-00857,Social Security Administration (SSA),Environmental Compliance & Remediation Services — Social Security Administration (SSA),US,2026-12-18,"$5,000,000–$10,000,000",Manpower Group,WATCH — 90+ Days,202,Monitor
PROC-01584,California Department of Corrections (CDCR),HVAC Maintenance & Mechanical Services — California Department of Corrections (CDCR),US,2026-12-18,"$150,000–$300,000",Sodexo USA,CRITICAL — Bid Now,202,Monitor
PROC-01810,General Services Administration (GSA),Public Works & Infrastructure Maintenance — General Services Administration (GSA),US,2026-12-18,"$300,000–$500,000",G4S Secure Solutions,MEDIUM — 60-Day Pipeline,202,Monitor
PROC-00257,Los Angeles Unified School District (LAUSD),HVAC Maintenance & Mechanical Services — Los Angeles Unified School District (LAUSD),US,2026-12-19,"$5,000,000–$10,000,000",SAIC (Science Applications International Corp.),HIGH — Prepare in 30 Days,203,Monitor
PROC-01441,Public Services and Procurement Canada (PSPC),Fleet Maintenance & Vehicle Repair Services — Public Services and Procurement Canada (PSPC),CA,2026-12-19,"$150,000–$300,000",Pitney Bowes Inc.,CRITICAL — Bid Now,203,Monitor
PROC-01610,Birmingham City Council — Procurement,AI & Process Automation Implementation Services — Birmingham City Council,UK,2026-12-19,"$25,000–$75,000",Iron Mountain Inc.,WATCH — 90+ Days,203,Monitor
PROC-01823,Transport for NSW,Custodial Services Contract — Transport for NSW,AU,2026-12-19,"$75,000–$150,000",Jacobs Engineering Group,CRITICAL — Bid Now,203,Monitor
PROC-02320,Department of Veterans Affairs (VA),Public Works & Infrastructure Maintenance — Department of Veterans Affairs (VA),US,2026-12-19,"$25,000–$75,000",Stericycle Inc.,HIGH — Prepare in 30 Days,203,Monitor
PROC-00087,Port of Los Angeles,AI & Process Automation Implementation Services — Port of Los Angeles,US,2026-12-20,"$25,000,000+",Securitas Security Services USA,MEDIUM — 60-Day Pipeline,204,Monitor
PROC-00141,Crown Commercial Service (CCS),Debris Removal & Waste Hauling Services — Crown Commercial Service (CCS),UK,2026-12-20,"$10,000,000–$25,000,000",Xerox Corporation,WATCH — 90+ Days,204,Monitor
PROC-00526,Contra Costa County — Purchasing,Debris Removal & Waste Hauling Services — Contra Costa County,US,2026-12-20,"$25,000–$75,000",Jan-Pro Franchising International,WATCH — 90+ Days,204,Monitor
PROC-02057,California Department of General Services (DGS),Records Management & Document Digitization Services — California Department of General Services (DGS),US,2026-12-20,"$1,000,000–$2,500,000",CACI International,HIGH — Prepare in 30 Days,204,Monitor
PROC-00755,Miami-Dade County — Internal Services Department,Grounds Maintenance & Landscaping Services — Miami-Dade County,US,2026-12-21,"$75,000–$150,000",Clean Harbors Inc.,MEDIUM — 60-Day Pipeline,205,Monitor
PROC-00866,Social Security Administration (SSA),Temporary Staffing & Workforce Solutions — Social Security Administration (SSA),US,2026-12-21,"$75,000–$150,000",Aramark Corporation,HIGH — Prepare in 30 Days,205,Monitor
PROC-01010,Greater Vancouver Transit Authority (TransLink),Transportation & Logistics Services — Greater Vancouver Transit Authority (TransLink),CA,2026-12-21,"$500,000–$1,000,000",ManTech International,WATCH — 90+ Days,205,Monitor
PROC-01187,Social Security Administration (SSA),Custodial Services Contract — Social Security Administration (SSA),US,2026-12-21,"$25,000–$75,000",Booz Allen Hamilton,MEDIUM — 60-Day Pipeline,205,Monitor
PROC-01262,San Francisco Municipal Transportation Agency (SFMTA),Electrical Maintenance & Repair Services — San Francisco Municipal Transportation Agency (SFMTA),US,2026-12-21,"$10,000,000–$25,000,000",AECOM Technology Corp.,MEDIUM — 60-Day Pipeline,205,Monitor
PROC-01910,General Services Administration (GSA),Construction & Facility Renovation Services — General Services Administration (GSA),US,2026-12-21,"$150,000–$300,000",AECOM Technology Corp.,CRITICAL — Bid Now,205,Monitor
PROC-01017,California Department of Corrections (CDCR),Electrical Maintenance & Repair Services — California Department of Corrections (CDCR),US,2026-12-22,"$10,000,000–$25,000,000",Sodexo USA,HIGH — Prepare in 30 Days,206,Monitor
PROC-01595,City of Sydney — Procurement,Pest Control & Sanitation Services — City of Sydney,AU,2026-12-22,"$10,000,000–$25,000,000",Parsons Corporation,WATCH — 90+ Days,206,Monitor
